REPRESENTANTE;NOME;CODIGO CLIENTE;NOME CLIENTE;CODIGO ANTIGO;TIPO;ENDEREÇO;NRO;BAIRRO;CEP;CIDADE;UF;FILIAL;NOME FANTASIA;CNPJ;INSC.ESTADUAL;DATA CADASTRO
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;17250403;GENERAL SPORTS NUTRITION SUPLEMENTOS EIRELLI - EPP;;F;R. JOAO NILSON MOSSIN;95;JD. S.JOSE;14170763;SERTAOZINHO;SP;1;GSN SUPLEMENTOS;17.250.403/0001-91;6,6409E+11;31/03/2016 19:57
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;14253357;GF SUPLEMENTOS E ARTIGOS ESPORTIVOS LTDA - ME;;F;AV. PEDRO I;1301;IPIRANGA;14055620;RIBEIRAO PRETO;SP;1;VITASHOP SUPLEMENTOS ALIMENTARES;14.253.357/0001-96;5,82571E+11;10/10/2017 14:48
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;11649010;GIOMARIO MENDES CARNEIRO;;F;R. ESPIRITO;2033;IPIRANGA;14060510;RIBEIRAO PRETO;SP;1;GIOMARIO MENDES CARNEIRO;11.649.010/0001-79;7,97088E+11;27/11/2015 14:02
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;20164776;GSN SUPLEMENTOS EIRELI;;F;R. JOAO NILSON MOSSIN;95;JD. S.JOSE;14170763;SERTAOZINHO;SP;1;GSN SUPLEMENTOS EIRELI;20.164.776/0001-54;6,64109E+11;31/03/2016 19:59
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;13016328;GUILHERME LUCAS DA SILVA;20124;F;AVENIDA INDEPENDENCIA,918,;918;CENTRO;14010210;RIBEIRAO PRETO;SP;1;GUILHERME LUCAS DA SILVA;13.016.328/0001-48;5,82523E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;21366758;GUSTAVO MACHIONI GANDOLFI ME;;F;AV. NELSON ANTONIO ROMAO;590;CENTRO;15990195;MATAO;SP;1;GUSTAVO MACHIONI GANDOLFI ME;21.366.758/0001-18;4,41072E+11;10/12/2015 21:50
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19964992;GUSTAVO SIMON LOPES & CIA LTDA;999999;F;RUA CAMPOS SALES;541;CENTRO;13870231;SÃO JOÃO DA BOA VISTA;SP;1;NUTRI MUNDO SJBV;19.964.992/0001-03;6,39095E+11;08/07/2015 12:16
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;5359801;HELIO LEANDRO RONCHI JUNIOR ME;999999;F;RUA BRASIL,1178,;1178;CENTRO;15800030;CATANDUVA;SP;1;HELIO LEANDRO RONCHI JUNIOR ME;5.359.801/0001-61;2,60082E+11;24/09/2014 19:02
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;20919336;HOME MUSCLE SUPLEMENTOS LTDA;;F;AV. JOAO FIUSA;397;JD. SANTA ANGELA;14020523;RIBEIRÃO PRETO;SP;1;HOME MUSCLE SUPLEMENTOS LTDA;20.919.336/0001-60;7,97076E+11;10/11/2014 12:10
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;14149557;HUGO FREITAS ALVES - ME;15074;F;RUA DO COMERCIO,2461,;2461;CENTRO;14400660;FRANCA;SP;1;HUGO FREITAS ALVES - ME;14.149.557/0001-01;3,10303E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;28554847;IGOR MAIA NOGUEIRA 09457488611;;F;R. VIRGILIO DE CARVALHO NEVES NETO;886;RES. E COM. PALMARES;14092440;RIBEIRAO PRETO;SP;1;BODYSHOPPING;28.554.847/0001-37;7,97315E+11;01/09/2017 00:57
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;16788764;IRON PRO ACADEMIA DE MUSCULAÇÃO LTDA EPP;;F;AVENIDA LUIZ CEZARIO;607;JARDIM COLINA;19061145;PRESIDENTE PRUDENTE;SP;1;IRON PRO;16.788.764/0001-23;5,62211E+11;23/08/2017 15:10
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;23066983;ITALO FERNANDO CANOVA - ME;;F;RUA 16;536;CENTRO;15775000;SANTA FE DO SUL;SP;1;MAX NUTRI;23.066.983/0001-64;6,14041E+11;17/08/2017 16:56
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;15587344;J H MAXIMO REAME SUPLEMENTOS - ME;999999;F;RUA GABRIEL FERREIRA;47;CENTRO;13870180;SAO JOAO DA BOA VISTA;SP;1;EMPORIO DO CORPO;15.587.344/0001-16;6,3908E+11;24/09/2014 19:02
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19323688;JAQUELINE DE MATOS SOUTO ME;;F;R. CLAUDIANO;2090;CENTRO;14400690;FRANCA;SP;1;JAQUELINE DE MATOS SOUTO ME;19.323.688/0001-79;3,1053E+11;23/01/2017 14:47
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;11928649;JHONY LUIS VIEIRA - ME;;F;AV. ERNESTO SALVAGNI;296;JD LARANJEIRA;15900000;TAQUARITINGA;SP;1;UP STUDIO PERSONAL;11.928.649/0001-93;6,84119E+11;24/04/2017 16:45
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;7579380;JOAO PAULO ABOU MOURAD ME;;F;QUINTINO BOCAIUVA;78;CENTRO;13720000;SAO JOSE DO RIO PARDO;SP;1;NUTRI CENTER;7.579.380/0001-00;6,46133E+11;09/12/2014 15:29
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19929946;JOSE ULISSES DE OLIVEIRA 74204041868;;F;R. SANTO ANTONIO;990;V. SANTO ANTONIO;14401175;FRANCA;SP;1;FF SUPLEMENTOS;19.929.946/0001-65;3,1054E+11;15/02/2016 00:52
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;20465265;JOSIANE PAIS PERCILIANO;;F;R. PAULO;55;CENTRO;19802000;ASSIS;SP;1;PS SUPLEMENTOS;20.465.265/0001-72;1,89126E+11;26/08/2015 08:43
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;23786271;JULIANA CRISTINA FELICIANO 31415765804;;F;AV. PAULO VI;1926;RES. PARAÍSO;14403143;FRANCA;SP;1;FISIONUTRI;23.786.271/0001-10;3,10598E+11;30/06/2016 19:08
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;23497293;JULIO CESAR DOS REIS ALVES ME;;F;AV. LEONARDO VILLAS BOAS;60;VILA NOVA BOTUCATU;18608227;BOTUCATU;SP;1;JULIO CESAR DOS REIS ALVES ME;23.497.293/0001-60;2,2415E+11;14/09/2016 15:37
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;22549619;LAILLINI K G GONCALVES ALIMENTOS ME;;F;AV. CAXIAS;jun/26;V. MESQUITA;17014340;BAURU;SP;1;LAILLINI K G GONCALVES ALIMENTOS ME;22.549.619/0001-92;2,09586E+11;20/12/2016 16:44
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;334914898;LEONARDO APARECIDO NOGUEIRA;;F;AV. CESAR VERGUEIRO;645;STA. CRUZ DO JOSÉ JACQUES;14020500;RIBEIRAO PRETO;SP;6;;. 33.491/4898-06;ISENTO;31/10/2015 22:22
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;16842016;LEONARDO APARECIDO NOGUEIRA LOPES -ME;19228;F;AV. JOSE GOMES DA SILVA;653;PQ. INDUS. LAGOINHA;14095340;RIBEIRAO PRETO;SP;1;LEONARDO APARECIDO NOGUEIRA LOPES -ME;16.842.016/0001-81;5,82924E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19269010;LETICIA DA SILVA DIAS MEI;;F;RUA XV DE NOVEMBRO;1076;CENTRO;14600000;SAO JOAQUIM DA BARRA;SP;1;COMPARY SUPLEMEENTS;19.269.010/0001-55;6,42048E+11;25/04/2017 14:08
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;68989268;LOJA H. G. - ARTIGOS ESPORTIVOS LTDA;999999;F;AVENIDA DR VICTOR MAIDA;727;CENTRO;14940000;IBITINGA;SP;1;H. G SPORTES;68.989.268/0001-31;3,44039E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;8010038;LOMBERT E LOMBERT LTDA ME;;F;AV. QUATORZE DE SETEMBRO;1990;JD. PAULISTANO;19014000;PRESIDENTE PRUDENTE;SP;1;LOMBERT E LOMBERT LTDA ME;8.010.038/0001-57;5,62275E+11;30/05/2016 17:21
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;18741593;LUCAS SOTO DE MIRANDA 22178114873;;F;R. LOPES TROVAO;514;CENTRO;19900150;OURINHOS;SP;1;OVERPUMP;18.741.593/0001-02;4,95109E+11;25/01/2016 16:00
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;26819010;LUIS FELIPEZAMIGNANI 34512382844;;F;R. NORBERTO RANGEL;571;V. MAJOR CICERO DE CARVALHO;14702020;BEBEDOURO;SP;1;TAURENE SUPLEMENTOS;26.819.010/0001-47;2,101E+11;27/04/2017 16:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;25191031;LUIZ PAULO MALAGI SUPLEMENTOS ME;;F;R. NORBERTO RANGEL;571;V. MAJOR CICERO DE CARVALHO;14702020;BEBEDOURO;SP;1;LUIZ PAULO MALAGI SUPLEMENTOS ME;25.191.031/0001-06;;09/05/2017 18:20
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;22703459;MANTRA SUPLEMENTOS E ARTIGOS ESPORTIVOS LTDA ME;;F;R. CANDIDO PORTINARI;334;JD. AMERICA;14020140;RIBEIRAO PRETO;SP;1;MANTRA SUPLEMENTOS E ARTIGOS ESPORTIVOS;22.703.459/0001-94;7,97138E+11;19/04/2016 11:24
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;23163457;MARCEL GARCIA GARBOSSA ME;;F;AV. BRASILIA;1324;V. LOYOLA;13870590;SAO JOAO DA BOA VISTA;SP;1;MARCEL GARCIA GARBOSSA ME;23.163.457/0001-12;6,39108E+11;07/10/2015 15:38
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;16892748;MARCELO THIAGO ZANETTI MANCUSO ME;;F;RUA 13 DE MAIO;161;CENTRO;13720000;SAO JOSE DO RIO PARDO;SP;1;PRO FITNESS;16.892.748/0001-86;6,46049E+11;15/12/2014 09:38
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;20981335;MARCIO FURUSHIMA INACIO ME;;F;RUA GENTIL MOREIRA;541;CENTRO;16370000;PROMISSÃO;SP;1;MEGA MUSLCE;20.981.335/0001-45;5,64036E+11;08/12/2014 10:20
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;22556643;MARIA CIRSTINA MELONI GUARIDO ME;;F;R. NOVE DE JULHO;1341;CENTRO;17500120;MARILIA;SP;1;RT NUTRITION;22.556.643/0001-59;4,38344E+11;30/06/2015 10:03
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;23517797;MARIA DOS REIS ABELO;;F;RUA FRANCISCO ANTONIO DE FREITAS;1216;CENTRO;14530000;MIGUELOPOLIS;SP;1;CORPO EM FORMA SUPLEMENTOS;23.517.797/0001-02;4,45025E+11;28/01/2016 18:08
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19430212;MAXIMO NUTRIÇÃO ESPORTIVA LTDA ME;;F;AV. LUIZ ALBERTO;444;V. VELOZA;14806005;ARARAQUARA;SP;1;EMPORIO DO CORPO;19.430.212/0001-37;1,81207E+11;25/08/2015 15:33
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;26971263;MERCADO DO SUPLEMENTO EIRELI ME;;F;R. FELISBINO DE LIMA;1820;CENTRO;14401146;FRANCA;SP;1;BEYOUNG;26.971.263/0001-31;3,10639E+11;24/03/2017 11:22
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;17644400;MESSIAS TAGIAROLLI JUNIOR - ME;19902;F;RUA JOAO SAJOVIC,114,;114;JARDIM NOVA JAU;17213490;JAU;SP;1;MESSIAS TAGIAROLLI JUNIOR - ME;17.644.400/0001-32;4,01121E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;26024052;MICHEL INACIO DA SILVA;;F;R. JULIO FERREIRA DE BARROS;45;NUC.HAB. JOSE TERUEL MARTINEZ;17527570;MARILIA;SP;1;MICHEL INACIO DA SILVA;26.024.052/0001-91;ISENTO;26/09/2016 11:17
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;27820279;MURILO MEDEIROS;;F;R. CORDEIRO;30;BOA VISTA;17501520;MARILIA;SP;1;MURILO MEDEIROS 337608112805;27.820.279/0001-06;4,38399E+11;26/09/2017 15:14
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;17050603;NEVES & MORIGE LTDA - ME;17635;F;AVENIDA DOUTOR ISMAEL ALONSO Y. ALONSO,;640;JARDIM VENEZA;14403000;FRANCA;SP;1;INFORMA SUPLEMENTOS;17.050.603/0001-09;3,10491E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;14512806;NUTRI LIFE NUTRICÃO ESPORTIVA LTDA ME;;F;RUA CARLOS GOMES;335;CENTRO;13860000;AGUAI;SP;1;NUTRI LIFE NUTRICÃO ESPORTIVA LTDA ME;14.512.806/0001-73;1,52022E+11;28/02/2015 11:32
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;14626970;NUTRIEXTREME COMERCIAL IMPORTADORA LTDA -ME;18749;F;RUA BERNARDINO DE CAMPOS,4355,SALA 02;4355;CENTRO;15015300;SAO JOSE DO RIO PRETO;SP;1;NUTRI EXTREME;14.626.970/0001-01;6,47369E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;27112048;NUTRIEXTREME MR LTDA;;F;R. BERNARDINO DE CAMPOS;4355;CENTRO;15015300;SAO JOSE DO RIO PRETO;SP;1;NUTRIEXTREME MR LTDA;27.112.048/0001-48;6,47865E+11;11/09/2017 19:48
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;25062020;PABLO JULIANO DIZ ME;;F;R. PAULO;1159;CENTRO;18700070;AVARE;SP;1;SPEED FORM;25.062.020/0001-18;1,94115E+11;25/04/2017 14:47
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;17432176;PABLO ULISSES CONSTANTINO;;F;AVENIDA PRIMO ANGELUCCI;64;CENTRO;15600000;FERNANDOPOLIS;SP;1;M&P NUTRIÇÃO ESPORTIVA;17.432.176/0001-15;3,04067E+11;31/01/2015 11:40
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;12022047;PAULO HENRIQUE SILVA DE VASCONCELOS LOBO - ME;12954;F;RUA CARLOS GOMES,400,;400;CENTRO;16010310;ARACATUBA;SP;1;BODYSHOP;12.022.047/0001-35;1,77299E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;28093794;PAZETO VICTOR & MORAIS LTDA. - ME;;F;AVENIDA WLADIMIR MEIRELLES FERREIRA;1900;JARDIM BOTANICO;14021630;RIBEIRÃO PRETO;SP;1;FIT WAY STORE;28.093.794/0001-02;7,97299E+11;05/09/2017 21:13
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;22039182;PERFECT STORE NUTRITION BL LTDA - ME;;F;R. VOLUNTARIOS DA FRANÇA;320;ESTAÇÃO;14405103;FRANCA;SP;2;PERFECT STORE NUTRITION BL LTDA - ME;22.039.182/0002-28;3,10623E+11;25/10/2016 18:17
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;26290276;PROSPORTS SUPLEMENTOS ALIMENTARES LTDA;;F;R. NUNO ALBERTO;1689;CENTRO;14400330;FRANCA;SP;1;PRO SPORT;26.290.276/0001-45;3,10629E+11;21/12/2016 10:06
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;18361769;R COSTARELLI SUPLEMENTOS ME;;F;R. D. CAXIAS;120;CENTRO;19911800;OURINHOS;SP;1;R COSTARELLI SUPLEMENTOS ME;18.361.769/0001-09;4,95108E+11;30/06/2016 16:12
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;15716577;R.CARVALHO PRESTES ME;;F;RUA BRAZ DE ASSIS;737;VILA DOS LAVRADORES;18609096;BOTUCATU;SP;1;R.CARVALHO PRESTES ME;15.716.577/0001-71;2,24101E+11;25/10/2016 10:00
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;11928111;R.D.Q ESPORTES EIRELI-ME;999999;F;RUA RUI BARBOSA,1339,;1339;CENTRO;14870740;JABOTICABAL;SP;1;KSN SPORT NUTRITION;11.928.111/0001-89;3,91085E+11;24/09/2014 19:02
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;22444233;R.M. COMERCIO LTDA - ME;;F;R. JUNDIAI;1090A;NOVA MATÃO;15990510;MATAO;SP;1;CLUBE DO FIT;22.444.233/0001-16;4,41086E+11;23/08/2017 19:05
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;27363345;RAFAEL & LOURENCO LTDA - ME;;F;R. PIO DUFLES;678;JD. SOLJUMAR;14170680;SERTAOZINHO;SP;1;BOA FORMA SUPLEMENTOS;27.363.345/0001-66;6,64202E+11;25/04/2017 12:11
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;21982035;RAFAEL BRAMBILIA MASSUQUINI 37676219833;;F;RUA DEPUTADO SALLES FILHO;452;JD ADAMANTINA;17800000;ADAMANTINA;SP;1;STRONG & HEALTHY SUPLEMENTOS ALIMENTARES;21.982.035/0001-43;1,50047E+11;27/07/2016 17:16
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;21086010;RAFAEL MUNIZ;;F;R. 7 DE SETEMBRO;456;CENTRO;13630110;PIRASSUNUNGA;SP;1;DR SUPPLY SUPLEMENTOS;21.086.010/0001-61;5,36066E+11;17/04/2017 11:08
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;9466140;RAFHAEL DE AZEVEDO FAZZIO -ME;18222;F;R. CLOVIS VIEIRA DE ANDRADE;1591;JD. PORTINARI;14407080;FRANCA;SP;1;RAFHAEL DE AZEVEDO FAZZIO -ME;9.466.140/0001-24;3,1044E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;7164801;RAQUEL BENEVIDES MATIELLO  ME;10587;F;R SALDANHA MARINHO,400,;400;CENTRO;13870229;SAO JOAO DA BOA VISTA;SP;1;NATURALES ALIMENTOS;7.164.801/0001-31;6,39238E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;333085888;RAQUEL DA SILVA OLIVEIRA;;F;RUA TENENTE CHICO LEAO;60;JARDIM ANHANGUERA;14580000;GUARA;SP;54;CSUPLEMENTOS;. 33.308/5888-54;ISENTO;30/11/2015 16:41
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;18792031;RAUL CAPITELLI BERNARDINO 35655421879;19901;F;AV DEOLINDA ROSA,595,CASA A;595;JARDIM BOA VISTA;14150000;SERRANA;SP;1;RAUL CAPITELLI BERNARDINO 35655421879;18.792.031/0001-98;6,63032E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19188966;RICARDO APARECIDO GONCALVES DE AGUIAR ME;;F;R. DEODORO DA FONSECA;521;CENTRO;16010301;ARACATUBA;SP;1;RICARDO APARECIDO GONCALVES DE AGUIAR ME;19.188.966/0001-22;1,77309E+11;30/05/2016 17:00
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;5777348;RICARDO MARTINS BARRACHI ME;;F;RUA FRANCISCO JUNQUEIRA;419;PARQUE DAS NAÇÕES;14500000;ITUVERAVA;SP;1;MUNDO FITNESS;5.777.348/0001-03;3,89085E+11;18/03/2015 11:35
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;11472558;RIZOLA & SANTINI SUPLEMENTOS ALIMENTARES LTDA - ME;999999;F;RUA JOSE BONIFACIO,1122,B;1122;CENTRO;15990040;MATAO;SP;1;RIZOLA & SANTINI SUPLEMENTOS ALIMENTARES;11.472.558/0001-96;4,41125E+11;24/09/2014 19:02
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;194986008;ROBERTO SERIO VITORIA;;F;R. BENTO;1658;CENTRO;14801300;ARARAQUARA;SP;64;ROBERTO SERIO VITORIA;. 19.498/6008-64;ISENTO;10/12/2015 19:13
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;17305347;RODRIGO K. NAKA ACADEMIA - ME;;F;R. FLORIANO PEIXOTO;543;CENTRO;14870370;JABOTICABAL;SP;1;RODRIGO K. NAKA ACADEMIA - ME;17.305.347/0001-45;3,91064E+11;30/05/2016 13:29
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;19134555;RODRIGUES BARROS COMERCIAL RIO PRETO EIRELI;;F;R. INDEPENDENCIA;2172;PQ. INDUS.;15025095;SAO JOSE DO RIO PRETO;SP;1;GUERREIROS SUPLEMENTOS;19.134.555/0001-54;6,47682E+11;09/10/2017 16:57
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;8186320;ROMULO HENRIQUE BARREIROS CAMPEAO;;F;AV DA SAUDADE;704;CENTRO;18650000;SÃO MANUEL;SP;1;SPEED FORM SUPLEMENTOS ALIME;8.186.320/0001-90;6,4904E+11;31/10/2015 14:35
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;17352516;RUBENS EDUARDO DARIO DORNEL;;F;RUA  ANTONIO BLANCO;640;VILA COSTA DO SOL;13574009;SÃO CARLOS;SP;1;RUBENS EDUARDO DARIO DORNEL;17.352.516/0001-06;6,37198E+11;26/10/2016 15:27
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;24465711;S.S COMERCIO DE SUPLEMENTOS ALIMENTARES LTDA - ME;;F;AV PRESIDENTE VARGAS 1265;1265;JD SÃO LUIZ;14020273;RIBEIRAO PRETO;SP;1;S.S COMERCIO DE SUPLEMENTOS ALIMENTARES;24.465.711/0001-08;7,97196E+11;26/09/2016 11:06
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;64738644;SALEMME & SALEMME LTDA ME;;F;RUA QUINZE DE NOVEMBRO;85;CENTRO;18650000;SÃO MANUEL;SP;1;SALEMME & SALEMME LTDA ME;64.738.644/0001-64;6,49016E+11;25/07/2016 10:31
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;11860971;SAMUEL FERNANDES DA SILVA 25488206884;999999;F;RUA 8;846;CENTRO;14790000;GUAIRA;SP;1;SAMUEL FERNANDES DA SILVA 25488206884;11.860.971/0001-28;3,22107E+11;24/09/2014 19:02
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;18886906;SCAZO SUPLEMENTOS ALIMENTARES LTDA - EPP;20092;F;AVENIDA DAS ESMERALDAS,329,;329;JARDIM TANGARA;17516000;MARILIA;SP;1;SCAZO SUPLEMENTOS ALIMENTARES LTDA - EPP;18.886.906/0001-10;4,38303E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;24856975;SERGIO DATE FUGITA 34090153883;;F;R. 34;316;BARONI;14780140;BARRETOS;SP;1;SD SUPLEMENTOS;24.856.975/0001-84;2,04155E+11;20/07/2017 13:24
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;14221263;SERGIO RAFAEL RUIZ - ME;15232;F;AVENIDA LUIZ EDUARDO TOLEDO PRADO;900;VILA DO GOLFE;14027035;RIBEIRAO PRETO;SP;1;SERGIO RAFAEL RUIZ - ME;14.221.263/0001-35;5,82982E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;14169936;SERGIO SILVA REBELLO E CIA LTDA ME;;F;R. IDALINA PIMENTEL;127;DR. ANIZ BADRA;17511843;MARILIA;SP;1;POWER EXTREME;14.169.936/0001-55;4,38173E+11;29/06/2016 18:42
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;4100212;SILVIA CAROLINE VIVIAN QUEIROZ ME;;F;R. PEDRO NATALIO LORENZETTI;95;CENTRO;18680110;LENCOIS PAULISTA;SP;2;SPEED FORM;4.100.212/0002-82;4,1605E+11;29/06/2015 11:58
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;5578559;SO SUPLEMENTOS COMERCIAL LTDA - ME;6615;F;R. CANDIDO PORTINARI;334;JD. AMERICA;14020140;RIBEIRAO PRETO;SP;1;SO SUPLEMENTOS;5.578.559/0001-17;5,82653E+11;24/09/2014 19:01
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;2204913;SONIA M DA SILVA MORINI ME;;F;RUA JOSE BONIFACIO;440;CENTRO;13880000;VARGEM GRANDE DO SUL;SP;1;LOJA EXTREME;2.204.913/0001-55;7,1102E+11;11/02/2015 17:23
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;18454639;STAR MUSCLE BRASIL LTDA;;F;R. OTILIA TEIXEIRA BENVINDO;2921;ELDORADO;15040214;SAO JOSE DO RIO PRETO;SP;1;STAR MUSCLE BRASIL LTDA;18.454.639/0001-02;6,47744E+11;11/04/2016 11:20
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;24667416;SUELI DE FATIMA GENTILE IBANEZ 14768221823;;F;RUA CORONEL MEDEIROS;611;JD PARAISO;15910000;MONTE ALTO;SP;1;SUELI DE FATIMA GENTILE IBANEZ 147682218;24.667.416/0001-26;4,61065E+11;31/05/2016 00:08
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;11919601;SUPLYTA REPRESENTAÇAO COMERCIAL LTDA;;F;R. HEITOR CHIARELLO;584;STA. CRUZ DO JOSE JACQUES;14020520;RIBEIRAO PRETO;SP;1;;11.919.601/0001-19;ISENTO;18/12/2014 12:26
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;327261878;TALITA FACTORI DANDARO;;F;R. HEITOR CHIARELLO;584;STA. CRUZ DO JOSE JACQUES;14020520;RIBEIRAO PRETO;SP;38;TALITA FACTORI DANDARO;. 32.726/1878-38;ISENTO;22/10/2015 15:35
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;22171894;THIAGO HENRIQUE GARCIA;;F;RUA RICIERI  ANTONIO VESSONI;320;PORTAL DAS LARAS;14900000;ITAPOLIS;SP;1;ESPORTE NUTRITION;22.171.894/0001-15;3,75056E+11;29/04/2015 11:03
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;25237766;THIAGO PEREIRA GIACOMINI 36476124803;;F;AV. JOSE GOMES DA SILVA;653;PQ. INDUS. LAGOINHA;14095340;RIBEIRAO PRETO;SP;1;LEONARDO APARECIDO / 40 GRAUS;25.237.766/0001-15;7,97222E+11;29/07/2016 16:54
14;SUPLYTA REPRESENTAÇÃO COMERCIAL LTDA;13374789;TIAGO DE OLIVEIRA BERNARDINI - ME;14537;F;AVENIDA NEWTON PRADO,2104;2104;CENTRO;13631040;PIRASSUNUNGA;SP;1;TIAGO DE OLIVEIRA BERNARDINI - ME;13.374.789/0001-92;5,36048E+11;24/09/2014 19:01
